Post id,Date,Post text,Post Link,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks
2099784860634128721,"Tue, Sep 15, 2026","@theslowtell built ours around a repeatable content system instead of just my face, keeps working on weeks i dont post",https://x.com/MauroJPelle/status/2099784860634128721,11,1,2,0,0,0,1,0,0,0,0,0,0
2099784827423604890,"Tue, Sep 15, 2026","@RealIanBotes why i only post what i actually run, cant fake specificity for long before it shows",https://x.com/MauroJPelle/status/2099784827423604890,5,1,2,0,0,0,0,0,0,1,0,0,0
2099784710947783021,"Tue, Sep 15, 2026","@coreyganim stealing the do you want my help line, way less friction than anything that sounds like a pitch",https://x.com/MauroJPelle/status/2099784710947783021,3,0,0,0,0,0,0,0,0,0,0,0,0
2099784483968831524,"Tue, Sep 15, 2026","@ClayCollins same with content, kept switching formats out of boredom until i picked one angle and just compounded it",https://x.com/MauroJPelle/status/2099784483968831524,5,1,2,0,0,0,0,0,1,0,0,0,0
2099784371855106186,"Tue, Sep 15, 2026","@revenumaxxing our show rates jumped hard once we cut response time under 5 min, urgency really does have an expiration",https://x.com/MauroJPelle/status/2099784371855106186,3,0,0,0,0,0,0,0,0,0,0,0,0
2099784253030490142,"Tue, Sep 15, 2026","@troyaitken_ same reason inbound converts easier, nobody has to un-learn a bad experience with the channel first",https://x.com/MauroJPelle/status/2099784253030490142,5,0,0,0,0,0,0,0,0,0,0,0,0
2099784201314648153,"Tue, Sep 15, 2026","@TheGeoMethod notice this on camera too, stillness reads as confidence way more than energy does",https://x.com/MauroJPelle/status/2099784201314648153,1,0,0,0,0,0,0,0,0,0,0,0,0
2099784087837802912,"Tue, Sep 15, 2026",@ryandeiss does the split change once distributions get big enough to itself need a tax bucket,https://x.com/MauroJPelle/status/2099784087837802912,5,0,0,0,0,0,0,0,0,0,0,0,0
2099783991817613375,"Tue, Sep 15, 2026","@TimFlynnLeary stopped explaining our pricing altogether, just let people opt out like the shoes",https://x.com/MauroJPelle/status/2099783991817613375,7,0,0,0,0,0,0,0,0,0,0,0,0
2099783820840976674,"Tue, Sep 15, 2026","@devantae_masaun route similarly on our end, match the rep background to the lead instead of pure queue order",https://x.com/MauroJPelle/status/2099783820840976674,13,0,0,0,0,0,0,0,0,0,0,0,0
2099783712007217652,"Tue, Sep 15, 2026","@DanielSmidstrup moved to deposits plus milestone payments after getting burned once, cut this problem almost completely",https://x.com/MauroJPelle/status/2099783712007217652,2,0,0,0,0,0,0,0,0,0,0,0,0
2099783412831670551,"Tue, Sep 15, 2026","@revenumaxxing learned this on a call where i needed the close and just reverted to old habits, humbling",https://x.com/MauroJPelle/status/2099783412831670551,3,0,0,0,0,0,0,0,0,0,0,0,0
2099783287463965172,"Tue, Sep 15, 2026","@chriscoolstuff same with content, likes and impressions dont dm you back, booked calls are the only real signal",https://x.com/MauroJPelle/status/2099783287463965172,6,1,2,0,0,0,1,0,0,0,0,0,0
2099783064532484294,"Tue, Sep 15, 2026","@quintenxjohnson exactly why i post my actual client calls instead of talking about content, the diagnosis is the hook",https://x.com/MauroJPelle/status/2099783064532484294,2,0,0,0,0,0,0,0,0,0,0,0,0
2099782957623812143,"Tue, Sep 15, 2026","@JacobCEdmunds counterpoint, my highest reach replies pulled zero follows, their audience scrolls past you fast",https://x.com/MauroJPelle/status/2099782957623812143,4,0,0,0,0,0,0,0,0,0,0,0,0
2099777280637624806,"Tue, Sep 15, 2026","Posting more does not stack on x. There's a diversity function that decays your own posts against each other inside one feed response: - It sorts by score, not time. - Your best post keeps its value. - Your weaker posts absorb the decay. - You're never zeroed, just worth less",https://x.com/MauroJPelle/status/2099777280637624806,52,6,7,0,0,0,0,0,1,0,0,0,0
2099553765779202295,"Mon, Sep 14, 2026","One repo runs our whole inbound. Eleven top-level areas, each with an owner and an entry point, all indexed in one map file. If it's not in the map, the next agent rebuilds it.",https://x.com/MauroJPelle/status/2099553765779202295,59,4,4,0,0,0,0,0,0,0,0,0,0
2099531570402971791,"Mon, Sep 14, 2026",@notesbylouis congrats bruh,https://x.com/MauroJPelle/status/2099531570402971791,12,1,2,0,0,0,1,0,0,0,0,0,0
2099531315972280685,"Mon, Sep 14, 2026","@catmanyau yeah every correction gets committed with the diff, i can roll back to any prior state in seconds",https://x.com/MauroJPelle/status/2099531315972280685,3,0,0,0,0,0,0,0,0,0,0,0,0
2099531281054794125,"Mon, Sep 14, 2026",@nugalaxyhq preserve which agent produced each change and which revision it consumed,https://x.com/MauroJPelle/status/2099531281054794125,4,1,3,0,0,0,0,0,0,2,0,0,0
2099530768968008058,"Mon, Sep 14, 2026","@OnatAksaray catch it at the review step before anything merges, thats the whole reason review is a separate pass",https://x.com/MauroJPelle/status/2099530768968008058,3,0,0,0,0,0,0,0,0,0,0,0,0
2099491355063967933,"Mon, Sep 14, 2026","The four lowest-reach articles on the account booked 78% of the calls. I only found that because I went back and logged the ones that flopped. For months my capture file was 40 winners out of 41, which tells you what good looks like and nothing about a near miss. One article https://t.co/yNDpfvOGsu",https://x.com/MauroJPelle/status/2099491355063967933,97,6,7,0,0,0,0,0,0,1,0,0,0
2099490448171511814,"Mon, Sep 14, 2026",@lorenzo_pravata The footage is so clean,https://x.com/MauroJPelle/status/2099490448171511814,29,1,3,0,0,0,1,0,0,1,0,0,0
2099447594665509106,"Mon, Sep 14, 2026","@braedenbark same shift happened on our end, warm inbound closers pack tighter and show rates barely move",https://x.com/MauroJPelle/status/2099447594665509106,7,0,0,0,0,0,0,0,0,0,0,0,0
2099447557629862268,"Mon, Sep 14, 2026","@TimFlynnLeary learned this the hard way, first number out of my mouth used to be the concession every time",https://x.com/MauroJPelle/status/2099447557629862268,32,2,2,0,0,0,0,0,0,0,0,0,0
2099445309185179650,"Mon, Sep 14, 2026",@Chris_Orlob whats the actual metric that convinces a cfo to re up?revenue lift or something leading indicator?,https://x.com/MauroJPelle/status/2099445309185179650,20,1,2,0,0,0,0,0,0,1,0,0,0
2099445078628446356,"Mon, Sep 14, 2026",@andymewborn which one is #3? the roi doc or something else?,https://x.com/MauroJPelle/status/2099445078628446356,2,0,0,0,0,0,0,0,0,0,0,0,0
2099444991089131966,"Mon, Sep 14, 2026",@david_bassey_ the ones who never got the letter are usually the ones who already had an audience waiting somewhere else,https://x.com/MauroJPelle/status/2099444991089131966,12,1,7,0,0,1,1,0,1,3,0,0,0
2099444743818080478,"Mon, Sep 14, 2026","@atharvatwts yes or no in your head, get it in writing before you celebrate lol",https://x.com/MauroJPelle/status/2099444743818080478,10,1,4,0,0,0,1,0,2,0,0,0,0
2099444614067372065,"Mon, Sep 14, 2026","@_toddanderson same game with content reporting, impressions screenshot means nothing if it never turns into a booked call",https://x.com/MauroJPelle/status/2099444614067372065,11,1,2,0,0,0,0,0,1,0,0,0,0
2099443263170060489,"Mon, Sep 14, 2026",https://t.co/pnse8Ra8Dp,https://x.com/MauroJPelle/status/2099443263170060489,369,7,25,0,0,0,0,0,0,18,0,0,0
2099420918741188650,"Mon, Sep 14, 2026","@PascalZeMarshal same rule on AI projects, we price the deliverable before writing a line of code or the scope creeps forever",https://x.com/MauroJPelle/status/2099420918741188650,5,0,0,0,0,0,0,0,0,0,0,0,0
2099420754571878441,"Mon, Sep 14, 2026","@mistamor one day a month with your wife is the actual flex, not the always on grind",https://x.com/MauroJPelle/status/2099420754571878441,13,0,3,0,0,0,1,0,1,1,0,0,0
2099419959952584992,"Mon, Sep 14, 2026","@JamesonCamp same lesson with content, anyone can copy the framework, they cant copy the reps or the audience trust behind it",https://x.com/MauroJPelle/status/2099419959952584992,4,0,0,0,0,0,0,0,0,0,0,0,0
2099419715189817543,"Mon, Sep 14, 2026","@coreyganim run almost the same 4 questions on discovery calls, the owner doing the math out loud closes more than any pitch deck",https://x.com/MauroJPelle/status/2099419715189817543,7,0,0,0,0,0,0,0,0,0,0,0,0
2099419439615660108,"Mon, Sep 14, 2026","@noahiglerSEO seen the same thing with service pages, same serp same page beats two thin ones every time",https://x.com/MauroJPelle/status/2099419439615660108,17,1,1,0,0,0,0,0,0,0,0,0,0
2099419170857251042,"Mon, Sep 14, 2026","@wizofecom the vehicles stage is where most people flatline, picking one and sticking with it beats rotating five",https://x.com/MauroJPelle/status/2099419170857251042,29,0,0,0,0,0,0,0,0,0,0,0,0
2099418575341600779,"Mon, Sep 14, 2026","@collin_ruth89 the reversibility part is smart, weve made full promotions too fast before and regretted it",https://x.com/MauroJPelle/status/2099418575341600779,12,1,1,0,0,0,0,0,0,0,0,0,0
2099418312350306365,"Mon, Sep 14, 2026","@Aidanb2b yeah warm inbound still needs someone to start it, we message every engaged lead within a day",https://x.com/MauroJPelle/status/2099418312350306365,10,0,0,0,0,0,0,0,0,0,0,0,0
2099418249658028460,"Mon, Sep 14, 2026","@devantae_masaun we see the same thing comparing writers by engagement, doesnt account for the platform they were assigned",https://x.com/MauroJPelle/status/2099418249658028460,46,0,0,0,0,0,0,0,0,0,0,0,0
2099417796849373354,"Mon, Sep 14, 2026","@PascalZeMarshal same with writers for us, hungry juniors with no agency experience have outperformed every senior hire we made",https://x.com/MauroJPelle/status/2099417796849373354,5,0,0,0,0,0,0,0,0,0,0,0,0
2099417680109343220,"Mon, Sep 14, 2026","@OnatAksaray same principle is how we sell the content system too, ran it on ourselves first",https://x.com/MauroJPelle/status/2099417680109343220,12,0,1,0,0,0,0,0,1,0,0,0,0
2099417548705968332,"Mon, Sep 14, 2026","@DinScales26 rewriting copy instead of rebuilding the list is so real, always the easier lie to tell yourself",https://x.com/MauroJPelle/status/2099417548705968332,15,0,1,0,0,0,0,0,1,0,0,0,0
2099416668048851274,"Mon, Sep 14, 2026","@knoxtwts step 5 is the one everyone skips, logged out testing catches so much hiding behind a login wall",https://x.com/MauroJPelle/status/2099416668048851274,7,1,2,0,0,0,0,0,0,1,0,0,0
2099416324850032742,"Mon, Sep 14, 2026","@yegormethod we do the same on discovery calls, complaints about the last agency basically write the sales page for you",https://x.com/MauroJPelle/status/2099416324850032742,21,0,0,0,0,0,0,0,0,0,0,0,0
2099416029843624444,"Mon, Sep 14, 2026",@NickAbraham12 high margin and no days off is just a well paid trap,https://x.com/MauroJPelle/status/2099416029843624444,21,1,2,0,0,0,0,0,0,1,0,0,0
2099415897475571864,"Mon, Sep 14, 2026","@theroborourke yeah we build this into a content calendar now, one proof point in rotation every week minimum",https://x.com/MauroJPelle/status/2099415897475571864,7,0,0,0,0,0,0,0,0,0,0,0,0
2099415437633057129,"Mon, Sep 14, 2026","@revenumaxxing same thing with content, more reps means more chances the right person is scrolling that day",https://x.com/MauroJPelle/status/2099415437633057129,15,1,3,0,0,0,1,0,0,1,0,0,0
2099415213522977169,"Mon, Sep 14, 2026","@theslowtell same with content, likes are free, dms with a budget attached are the actual signal",https://x.com/MauroJPelle/status/2099415213522977169,16,1,3,0,0,0,1,0,1,0,0,0,0
2099415109424549926,"Mon, Sep 14, 2026","@TheGeoMethod the nice but mediocre one is the harder call honestly, the toxic ones are at least obvious",https://x.com/MauroJPelle/status/2099415109424549926,7,1,3,0,0,0,1,0,0,1,0,0,0
2099414972182745156,"Mon, Sep 14, 2026","@theroborourke retweet-heavy accounts always feel busiest and convert the least, seen it a hundred times",https://x.com/MauroJPelle/status/2099414972182745156,11,0,0,0,0,0,0,0,0,0,0,0,0
2099414555768074472,"Mon, Sep 14, 2026","@TheGeoMethod social proof does the most work in content specifically, way more than authority ever does",https://x.com/MauroJPelle/status/2099414555768074472,5,1,2,0,0,0,0,0,0,1,0,0,0
2099414368483987934,"Mon, Sep 14, 2026","@LoganTGott step 8 is the one people always break first, thinking synced messaging is more efficient",https://x.com/MauroJPelle/status/2099414368483987934,6,0,0,0,0,0,0,0,0,0,0,0,0
2099414297944248525,"Mon, Sep 14, 2026","@MichaelSaruggia becoming famous in your tam is exactly what content does too, different door same house",https://x.com/MauroJPelle/status/2099414297944248525,23,1,3,0,0,0,1,0,0,1,0,0,0
2099413872587243925,"Mon, Sep 14, 2026","@revenumaxxing same with content templates, once you understand the reader you dont need the swipe file anymore",https://x.com/MauroJPelle/status/2099413872587243925,13,0,0,0,0,0,0,0,0,0,0,0,0
2099413760611897481,"Mon, Sep 14, 2026","@alxberman same on the content side, writer, editor and strategist with zero shared visibility kills quality just as fast",https://x.com/MauroJPelle/status/2099413760611897481,6,0,0,0,0,0,0,0,0,0,0,0,0
2099412836845768839,"Mon, Sep 14, 2026","The prompts are the least interesting part of my claude code setup. What makes it worth keeping is that every correction is permanent, every number traces to a script, and four agents run pieces of it without me asking.",https://x.com/MauroJPelle/status/2099412836845768839,143,9,27,0,0,0,5,0,1,12,0,0,0
2099203995336143089,"Sun, Sep 13, 2026",A lot of the x articles from big accounts are a youtube script with the timestamps taken out. You can tell in one line. nobody talks to a reader like that. They had the content and skipped the twenty minutes of rewriting it. Lazy as fuck.,https://x.com/MauroJPelle/status/2099203995336143089,149,8,14,0,0,0,1,0,0,5,0,0,0
2099133072880873526,"Sun, Sep 13, 2026",@lorenzo_pravata So clean,https://x.com/MauroJPelle/status/2099133072880873526,60,1,1,0,0,0,0,0,0,0,0,0,0
2099128715800166588,"Sun, Sep 13, 2026","I ran my own x export through the analysis prompt last week and asked it what to change. It refused to rank my formats. Not enough of my posts cleared the sample bar, so instead of picking a winner off three or four posts it printed ""insufficient sample"" and stopped. The one",https://x.com/MauroJPelle/status/2099128715800166588,217,7,10,1,0,0,0,0,3,0,0,0,0
2099068276860993656,"Sun, Sep 13, 2026","Impressions are visible. Likes are visible. The 12 people who read your article, wanted to talk to you and found nothing to click are invisible. They don't show up in a single dashboard you own. So it always looks like a content problem.",https://x.com/MauroJPelle/status/2099068276860993656,117,6,10,0,0,0,1,0,1,2,0,0,0
2098841653905609123,"Sat, Sep 12, 2026",A like isn’t what you’re looking for. Focus on generating all engagement: - Profile click. - Follow author. - Share via dm. - Share via copy link. - Dwell time. - Quoted click. A post that gets a profile visit and a follow is working more of the scorer than one that gets a,https://x.com/MauroJPelle/status/2098841653905609123,192,10,22,0,0,0,2,0,6,4,0,0,0
2098781177226420390,"Sat, Sep 12, 2026",Everyone assumes there's a clean attribution report sitting somewhere. I went and checked mine. The UTM source field is filled on 4 of 541 bookings. Four. Someone reads an article on tuesday and books on friday through a link that carries nothing about where they came from.,https://x.com/MauroJPelle/status/2098781177226420390,172,6,12,0,0,0,2,0,2,2,0,0,0
2098752047080202748,"Sat, Sep 12, 2026",@lorenzo_pravata fireee,https://x.com/MauroJPelle/status/2098752047080202748,31,1,1,0,0,0,0,0,0,0,0,0,0
2098720847951225270,"Sat, Sep 12, 2026","Three layers to an inbound engine: - content - capture - convert Agency owners build layer one properly then answer every pipeline problem by adding more layer one. More posts, more platforms, a second account.",https://x.com/MauroJPelle/status/2098720847951225270,114,12,25,0,0,0,5,0,1,7,0,0,0
2098690736598221262,"Sat, Sep 12, 2026","That's why when someone is like: ""Agencies are dead"" The true death comes when you just hire a shit agency and have the weak mindset of thinking all of them are the same. Getting your heart broken by a 5/10 shouldn't discourage you in the dating world.",https://x.com/MauroJPelle/status/2098690736598221262,130,9,11,0,0,0,0,0,1,1,0,0,0
2098675620293009649,"Sat, Sep 12, 2026",@ItsMeBenChan Just use your own stories and it should help w conviction as well,https://x.com/MauroJPelle/status/2098675620293009649,18,0,1,0,0,0,0,0,1,0,0,0,0
2098428795552170461,"Fri, Sep 11, 2026",@lorenzo_pravata Clean broski,https://x.com/MauroJPelle/status/2098428795552170461,40,2,2,0,0,0,0,0,0,0,0,0,0
2098403688897560843,"Fri, Sep 11, 2026","The retainer closes at the end of that, quietly, because by the time it comes up, the prospect has already sold themselves. https://t.co/wrOZTs0uYu",https://x.com/MauroJPelle/status/2098403688897560843,174,8,10,0,0,0,0,0,0,0,0,0,0
2098374220086424050,"Fri, Sep 11, 2026",@lorenzo_pravata cooking,https://x.com/MauroJPelle/status/2098374220086424050,23,2,3,0,0,0,0,0,0,1,0,0,0
2098353935413022942,"Fri, Sep 11, 2026",https://t.co/OJ7z2Y37Nf,https://x.com/MauroJPelle/status/2098353935413022942,380,11,15,4,1,0,0,0,0,4,0,0,0
2098346108602687664,"Fri, Sep 11, 2026",@itistommykay the last 20% is the only part that was ever the actual job,https://x.com/MauroJPelle/status/2098346108602687664,12,1,2,0,0,0,0,0,1,0,0,0,0
2098334445858140359,"Fri, Sep 11, 2026",@zkjays true,https://x.com/MauroJPelle/status/2098334445858140359,5,1,1,0,0,0,0,0,0,0,0,0,0
2098334328946078063,"Fri, Sep 11, 2026",@zkjays means you optimize for the actions in that weighted sum instead of guessing what the algo wants,https://x.com/MauroJPelle/status/2098334328946078063,9,0,0,0,0,0,0,0,0,0,0,0,0
2098331139182108698,"Fri, Sep 11, 2026","@atishayhyperke the offer transfer across industries is underrated, weve done the same thing with content angles between niches",https://x.com/MauroJPelle/status/2098331139182108698,3,0,0,0,0,0,0,0,0,0,0,0,0
2098330911917928887,"Fri, Sep 11, 2026","@itistommykay the 1 core belief part is the one people skip, everything else is easy to fake without it",https://x.com/MauroJPelle/status/2098330911917928887,19,1,7,0,0,0,1,0,5,0,0,0,0
2098330519238762602,"Fri, Sep 11, 2026","@heyblake same thing with client testimonials, the exact words they use in calls beat anything we'd write ourselve",https://x.com/MauroJPelle/status/2098330519238762602,6,0,0,0,0,0,0,0,0,0,0,0,0
2098330395230044602,"Fri, Sep 11, 2026","@seanlongden the higher price clients also just reply to onboarding forms faster, noticed that pattern too",https://x.com/MauroJPelle/status/2098330395230044602,8,1,1,0,0,0,0,0,0,0,0,0,0
2098330255647752499,"Fri, Sep 11, 2026","@BrianLaManna_ the ping pong balls example is great, thats the kind of research that never scales but always works",https://x.com/MauroJPelle/status/2098330255647752499,24,1,2,0,0,0,0,0,0,1,0,0,0
2098330155361964418,"Fri, Sep 11, 2026","@collin_ruth89 commenting is the one people skip first when theyre busy, and its usually the one that mattered most",https://x.com/MauroJPelle/status/2098330155361964418,5,0,0,0,0,0,0,0,0,0,0,0,0
2098329920686399838,"Fri, Sep 11, 2026","@ethanejk 25 posts a day is wild, hows the quality holding up past post 10",https://x.com/MauroJPelle/status/2098329920686399838,99,1,10,0,0,0,1,0,4,4,0,0,0
2098329881792622892,"Fri, Sep 11, 2026","@seanheilweil subscriber count is vanity, open rate is the actual balance sheet",https://x.com/MauroJPelle/status/2098329881792622892,13,1,3,0,0,0,1,0,1,0,0,0,0
2098329666721317309,"Fri, Sep 11, 2026","@troyaitken_ yeah pure signal alone never had enough volume for us, needed the tam layer to keep pipeline full",https://x.com/MauroJPelle/status/2098329666721317309,14,0,0,0,0,0,0,0,0,0,0,0,0
2098329538761548143,"Fri, Sep 11, 2026","@rashiumapathi the bio point is so slept on, mine changed more than any single post ever has for conversion",https://x.com/MauroJPelle/status/2098329538761548143,12,2,7,0,0,0,1,0,2,2,0,0,0
2098329384247509348,"Fri, Sep 11, 2026","@NickAbraham12 cash flow first, moonshot only once you can afford to lose it",https://x.com/MauroJPelle/status/2098329384247509348,20,0,0,0,0,0,0,0,0,0,0,0,0
2098329059725910028,"Fri, Sep 11, 2026","@MichaelSaruggia the different voice per cxo part is the hardest piece to actually pull off well, most agencies fake it",https://x.com/MauroJPelle/status/2098329059725910028,7,1,3,0,0,0,1,0,0,1,0,0,0
2098328840338596016,"Fri, Sep 11, 2026",@ianshaggarwal panic is just math you havent done yet,https://x.com/MauroJPelle/status/2098328840338596016,7,1,4,0,0,0,1,0,0,2,0,0,0
2098328420568498265,"Fri, Sep 11, 2026","@andymewborn the one pager gets used way more than people think, especially with the exec who missed the call",https://x.com/MauroJPelle/status/2098328420568498265,4,0,0,0,0,0,0,0,0,0,0,0,0
2098328295745929457,"Fri, Sep 11, 2026",@dan__rosenthal the category everyone skips is usually the one worth the most,https://x.com/MauroJPelle/status/2098328295745929457,3,0,0,0,0,0,0,0,0,0,0,0,0
2098328187444862992,"Fri, Sep 11, 2026","@lukagrisolia yeah we make testimonial collection part of offboarding now, not an afterthought after the relationship cools",https://x.com/MauroJPelle/status/2098328187444862992,21,1,5,0,0,0,1,0,2,1,0,0,0
2098327914152350010,"Fri, Sep 11, 2026",@AaronxShepherd you think its because casual posts read as more human or just less like an ad,https://x.com/MauroJPelle/status/2098327914152350010,8,0,0,0,0,0,0,0,0,0,0,0,0
2098327873417359648,"Fri, Sep 11, 2026","@TheGeoMethod same principle applies to content, nobody trusts a framework from someone who cant point to their own results",https://x.com/MauroJPelle/status/2098327873417359648,8,1,1,0,0,0,0,0,0,0,0,0,0
2098327729389088977,"Fri, Sep 11, 2026","@NickB2005 content does the same thing on a shorter timeline, still get inbound from old posts two years later",https://x.com/MauroJPelle/status/2098327729389088977,12,1,1,0,0,0,0,0,0,0,0,0,0
2098327696363098466,"Fri, Sep 11, 2026","@theroborourke whats actually in those pre-call emails, just case studies or something more specific",https://x.com/MauroJPelle/status/2098327696363098466,33,0,2,0,0,0,1,0,0,1,0,0,0
2098326980575809940,"Fri, Sep 11, 2026","@draprints the linkedin warming step is the one everyone skips, straight to inmails and wonders why the account gets flagged",https://x.com/MauroJPelle/status/2098326980575809940,65,0,0,0,0,0,0,0,0,0,0,0,0
2098326917166375077,"Fri, Sep 11, 2026","@fromzerotomill we see this constantly, the best operators always have the least documented proof",https://x.com/MauroJPelle/status/2098326917166375077,3,0,1,0,0,0,0,0,1,0,0,0,0
2098326764804022297,"Fri, Sep 11, 2026","@ENowoslawski the local business phone vs email one is clever, surprised that doesnt translate to saas",https://x.com/MauroJPelle/status/2098326764804022297,26,0,2,0,0,0,1,0,1,0,0,0,0
2098326447601442902,"Fri, Sep 11, 2026",@ItsAndyTaylor yeah the posts that dont wrap up neat are the ones that actually get profile clicks for us too,https://x.com/MauroJPelle/status/2098326447601442902,15,1,3,0,0,0,1,0,1,0,0,0,0
2098326078234206719,"Fri, Sep 11, 2026","@thehunainali yeah we lead with the client result on screen now, retention jumped the second we stopped with intros",https://x.com/MauroJPelle/status/2098326078234206719,13,1,3,0,0,0,0,0,1,1,0,0,0
2098325959535398995,"Fri, Sep 11, 2026","@HenriBranding customers check for free, less generously than you do",https://x.com/MauroJPelle/status/2098325959535398995,7,1,3,0,0,0,1,0,0,1,0,0,0
2098325862340866269,"Fri, Sep 11, 2026","@TheJeremyHaynes same with our writers, 100% capacity is when quality quietly drops first",https://x.com/MauroJPelle/status/2098325862340866269,4,0,0,0,0,0,0,0,0,0,0,0,0
2098325757646766181,"Fri, Sep 11, 2026",@EcomPadrino_ at what point did you start treating audience building as seriously as the business itself,https://x.com/MauroJPelle/status/2098325757646766181,11,0,0,0,0,0,0,0,0,0,0,0,0
2098325508400246949,"Fri, Sep 11, 2026",@retentiongoat whats your source list for the clay enrichment on this,https://x.com/MauroJPelle/status/2098325508400246949,90,0,6,0,0,0,1,0,4,1,0,0,0
2098325400350871902,"Fri, Sep 11, 2026","@emaildeepdive the six month followup thing is underrated, most people give up on a lead after the second no reply",https://x.com/MauroJPelle/status/2098325400350871902,15,0,1,0,0,0,0,0,1,0,0,0,0
2098325359703810172,"Fri, Sep 11, 2026","@troyaitken_ same thing happens in our team calls, best insights come from what broke not what worked",https://x.com/MauroJPelle/status/2098325359703810172,3,0,0,0,0,0,0,0,0,0,0,0,0
2098325253847974305,"Fri, Sep 11, 2026","@ohioaustyn this is basically the tension in ghostwriting too, the ideas are theirs even when the words arent",https://x.com/MauroJPelle/status/2098325253847974305,79,1,3,0,0,0,0,0,1,1,0,0,0
2098324010660512105,"Fri, Sep 11, 2026","@boringdev77 same with content, the clients who never ask how we write it are usually the happiest ones",https://x.com/MauroJPelle/status/2098324010660512105,9,1,2,0,0,0,0,0,0,1,0,0,0
2098323861431263244,"Fri, Sep 11, 2026","@BrunoLabs yeah most of our replies come on email 3 or 4, never the first one",https://x.com/MauroJPelle/status/2098323861431263244,6,1,4,0,0,0,1,0,1,1,0,0,0
2098323322773598415,"Fri, Sep 11, 2026","@Risk2Earn yeah, audience is the only asset that keeps paying long after you stop actively selling",https://x.com/MauroJPelle/status/2098323322773598415,5,0,0,0,0,0,0,0,0,0,0,0,0
2098320946788475097,"Fri, Sep 11, 2026","What the x code actually gives you: - The exact formula, a weighted sum of predicted actions. - The full list of what's scored. - Zero of the weight values.",https://x.com/MauroJPelle/status/2098320946788475097,168,15,31,0,0,0,2,0,3,11,0,0,0
2098129615529119945,"Thu, Sep 10, 2026","@Seozilla_ai thanks, the routing rule is doing most of the heavy lifting",https://x.com/MauroJPelle/status/2098129615529119945,17,0,1,0,0,0,0,0,0,1,0,0,0
2098100068574175241,"Thu, Sep 10, 2026","Here's why these anti-slop writing prompts are so important: If you can't make it so that your AI doesn't sound AI... What does that say about your product, offer, dms, everything else?",https://x.com/MauroJPelle/status/2098100068574175241,261,13,20,0,0,0,2,0,2,3,0,0,0
